Name,cat,manufacturer,model,insulation type,jacket type,od,kgm,jackThickness,guage,#conduits,grade,part#,Item#
Generic (TP TP 450 4),3,GENERIC,GENERIC,2,2,64.516,10.37575341,2.794,450,4,Industrial Grade,19041,616
Generic (TP TP 450 3+G),3,GENERIC,GENERIC,2,2,58.166,8.49168803,2.794,450,3+G,Industrial Grade,19049,615
Generic (TS TS 500 1),3,GENERIC,GENERIC,1,1,25.146,2.559709676,0,500,1,,,
Rockbestos-SurprenantFirewall III - Unipass Power Cable,3,Rockbestos-Surprenant,Firewall III - Unipass Power Cable,1,1,25.146,2.559709676,0,500,1,Class 1E Nuclear,P51-3567,12
Rockbestos-SurprenantFirewall III-XHHW Power Cable,3,Rockbestos-Surprenant,Firewall III-XHHW Power Cable,1,1,23.622,2.485299511,0,500,1,Class 1E Nuclear,P51-3523,29
Rockbestos-SurprenantFirewall SR Power Cable,3,Rockbestos-Surprenant,Firewall SR Power Cable,3,3,27.432,2.596914759,1.016,500,1,Class 1E Nuclear,P40-3024,87
Rockbestos-SurprenantFirewall EP Power Cable,3,Rockbestos-Surprenant,Firewall EP Power Cable,1,1,27.178,2.663883907,1.651,500,1,Class 1E Nuclear,P68-0510,285
Rockbestos-SurprenantFirewall III - J Power Cable,3,Rockbestos-Surprenant,Firewall III - J Power Cable,1,1,27.178,2.67876594,1.651,500,1,Class 1E Nuclear,P62-3806,290
Generic (TS TP 500 2),3,GENERIC,GENERIC,1,1,53.975,5.988530079,2.794,500,2,Industrial Grade,ES08231,650
Generic (TP TP 500 3),3,GENERIC,GENERIC,2,2,55.118,8.899455734,2.794,500,3,,,
Generic (TS TS 500 3),3,GENERIC,GENERIC,1,1,58.293,9.851905846,2.794,500,3,,,
American Insulated WireType TC-ER - Power Cable w/Ground,3,American Insulated Wire,Type TC-ER - Power Cable w/Ground,2,2,51.054,7.359165319,2.794,500,3,Industrial Grade,68177,660
American Insulated WireTYPE TC-ER Power,3,American Insulated Wire,TYPE TC-ER Power,2,2,55.118,8.899455734,2.794,500,3,Industrial Grade,23568,666
DrakaPower & Control Type TC THHN or THWN,3,Draka,Power & Control Type TC THHN or THWN,2,2,60.452,8.939637223,2.794,500,3,Industrial Grade,19131,617
General CableVNTC ,3,General Cable,VNTC ,2,2,57.658,7.342795082,2.794,500,3,Industrial Grade,219630,680
American Insulated WireTYPE TC Power,3,American Insulated Wire,TYPE TC Power,1,1,57.531,8.914337767,2.794,500,3,Industrial Grade,ES08231,651
American Insulated WireTYPE TC Power w/Ground,3,American Insulated Wire,TYPE TC Power w/Ground,1,1,58.293,9.851905846,2.794,500,3,Industrial Grade,31468,656
American Insulated WireXLPE-CPE TYPE TC Power/Control w/Ground,3,American Insulated Wire,XLPE-CPE TYPE TC Power/Control w/Ground,1,1,56.134,9.06911091,2.794,500,3,Industrial Grade,40976,685
DrakaGeneral Purpose Control XLPE,3,Draka,General Purpose Control XLPE,1,1,58.928,8.734265168,2.794,500,3,Industrial Grade,219130,598
DrakaPower & Control Type TC XHHW-2,3,Draka,Power & Control Type TC XHHW-2,1,1,58.928,8.734265168,2.794,500,3,Industrial Grade,119130,635
General CableCHTC Type TC-ER,3,General Cable,CHTC Type TC-ER,1,1,58.547,7.348747895,2.794,500,3,Industrial Grade,282710,563
General CableCVTC ,3,General Cable,CVTC ,1,1,57.15,8.674737036,2.794,500,3,Industrial Grade,222710,570
General CableEHTC ,3,General Cable,EHTC ,1,1,57.023,8.701524695,2.794,500,3,Industrial Grade,298020,581
General CableEHTC ,3,General Cable,EHTC ,1,1,58.547,7.348747895,2.794,500,3,Industrial Grade,338820,582
General CableUltrol 325,3,General Cable,Ultrol 325,1,1,56.3372,8.78486408,2.794,500,3,Class 1E Nuclear,379270,672
Rockbestos-SurprenantFirewall SR Power Cable,3,Rockbestos-Surprenant,Firewall SR Power Cable,3,3,66.294,8.33393848,1.016,500,3,Class 1E Nuclear,P40-3038,88
Rockbestos-SurprenantFirewall III Power Cable,3,Rockbestos-Surprenant,Firewall III Power Cable,1,1,56.896,9.211978427,2.794,500,3,Class 1E Nuclear,P62-0504,590
Generic (TP TP 500 4),3,GENERIC,GENERIC,2,2,63.627,9.68671528,2.794,500,4,,,
Generic (TS TS 500 4),3,GENERIC,GENERIC,1,1,64.897,9.68671528,2.794,500,4,,,
American Insulated WireType TC-ER - Power Cable w/Ground,3,American Insulated Wire,Type TC-ER - Power Cable w/Ground,2,2,57.15,9.588493862,2.794,500,4,Industrial Grade,68178,661
American Insulated WireTYPE TC-ER Power,3,American Insulated Wire,TYPE TC-ER Power,2,2,61.214,11.4115429,2.794,500,4,Industrial Grade,26012,667
DrakaPower & Control Type TC THHN or THWN,3,Draka,Power & Control Type TC THHN or THWN,2,2,67.056,11.40707829,2.794,500,4,Industrial Grade,19141,618
General CableVNTC ,3,General Cable,VNTC ,2,2,63.627,9.68671528,2.794,500,4,Industrial Grade,222510,681
American Insulated WireTYPE TC Power,3,American Insulated Wire,TYPE TC Power,1,1,63.754,11.43833056,2.794,500,4,Industrial Grade,ES08231,652
DrakaGeneral Purpose Control XLPE,3,Draka,General Purpose Control XLPE,1,1,69.596,11.4115429,2.794,500,4,Industrial Grade,219140,600
DrakaPower & Control Type TC XHHW-2,3,Draka,Power & Control Type TC XHHW-2,1,1,69.596,11.4115429,2.794,500,4,Industrial Grade,119140,637
General CableCHTC Type TC-ER,3,General Cable,CHTC Type TC-ER,1,1,64.897,9.68671528,2.794,500,4,Industrial Grade,331150,564
General CableCVTC ,3,General Cable,CVTC ,1,1,62.865,11.27909281,2.794,500,4,Industrial Grade,6790.0865,571
General CableEHTC ,3,General Cable,EHTC ,1,1,64.897,9.68671528,2.794,500,4,Industrial Grade,338830,583
General CableUltrol 325,3,General Cable,Ultrol 325,1,1,62.4332,11.37880243,2.794,500,4,Class 1E Nuclear,379280,673
Rockbestos-SurprenantFirewall SR Power Cable,3,Rockbestos-Surprenant,Firewall SR Power Cable,3,3,73.914,9.22686046,1.016,500,4,Class 1E Nuclear,P40-3050,89
Rockbestos-SurprenantFirewall III Power Cable,3,Rockbestos-Surprenant,Firewall III Power Cable,1,1,62.992,11.68239591,2.794,500,4,Class 1E Nuclear,P62-5046,591
Generic (TP TP 500 3+G),3,GENERIC,GENERIC,2,2,60.452,9.292341405,2.794,500,3+G,Industrial Grade,19149,619
Generic (TS TS 500 3+G),3,GENERIC,GENERIC,1,1,61.976,9.286388592,1.905,500,3+G,,,
DrakaType MC Power Cable 3 XHHW-2 (1 bare or 3 bare),3,Draka,Type MC Power Cable 3 XHHW-2 (1 bare or 3 bare),1,1,61.976,10.07513634,1.905,500,3+G,Industrial Grade,295101,304
DrakaType MC Power Cable 3 XHHW-2 (1 bare or 3 bare),3,Draka,Type MC Power Cable 3 XHHW-2 (1 bare or 3 bare),1,1,61.976,9.286388592,1.905,500,3+G,Industrial Grade,295101,305
DrakaGeneral Purpose Control XLPE,3,Draka,General Purpose Control XLPE,1,1,58.928,9.066134504,2.794,500,3+G,Industrial Grade,219149,599
DrakaPower & Control Type TC XHHW-2,3,Draka,Power & Control Type TC XHHW-2,1,1,58.928,9.066134504,2.794,500,3+G,Industrial Grade,119149,636
Generic (TS TP 500 3+G),3,GENERIC,GENERIC,1,1,58.928,9.066134504,2.794,500,3+G,Industrial Grade,119149,636
Generic (TP TP 550 3),3,GENERIC,GENERIC,2,2,62.738,9.810236154,2.794,550,3,Industrial Grade,19231,620
Generic (TP TP 550 3+G),3,GENERIC,GENERIC,2,2,62.738,10.13168807,2.794,550,3+G,Industrial Grade,19249,621
Generic (TP TP 600 3),3,GENERIC,GENERIC,2,2,65.024,10.57963726,2.794,600,3,Industrial Grade,19331,622
Generic (TP TP 600 3+G),3,GENERIC,GENERIC,2,2,65.024,10.89811277,2.794,600,3+G,Industrial Grade,19349,623
Generic (TP TP 650 3),3,GENERIC,GENERIC,2,2,67.056,11.40261368,2.794,650,3,Industrial Grade,19431,624
Generic (TP TP 650 3+G),3,GENERIC,GENERIC,2,2,67.056,11.71364817,2.794,650,3+G,Industrial Grade,19449,625
Generic (TP TP 700 3),3,GENERIC,GENERIC,2,2,68.834,12.19582604,2.794,700,3,Industrial Grade,19531,626
Generic (TP TP 700 3+G),3,GENERIC,GENERIC,2,2,68.834,12.50388413,2.794,700,3+G,Industrial Grade,19549,627
Generic (TS TS 750 1),3,GENERIC,GENERIC,3,3,32.766,3.861887564,1.016,750,1,,,
Rockbestos-SurprenantFirewall III - Unipass Power Cable,3,Rockbestos-Surprenant,Firewall III - Unipass Power Cable,1,1,30.48,3.817241465,0,750,1,Class 1E Nuclear,P51-3568,13
Rockbestos-SurprenantFirewall III-XHHW Power Cable,3,Rockbestos-Surprenant,Firewall III-XHHW Power Cable,1,1,28.956,3.727949267,0,750,1,Class 1E Nuclear,P51-3524,30
Rockbestos-SurprenantFirewall SR Power Cable,3,Rockbestos-Surprenant,Firewall SR Power Cable,3,3,32.766,3.861887564,1.016,750,1,Class 1E Nuclear,P40-3025,90
Rockbestos-SurprenantFirewall EP Power Cable,3,Rockbestos-Surprenant,Firewall EP Power Cable,1,1,32.512,3.928856712,1.651,750,1,Class 1E Nuclear,P68-0750,286
Rockbestos-SurprenantFirewall III - J Power Cable,3,Rockbestos-Surprenant,Firewall III - J Power Cable,1,1,32.512,3.943738745,1.651,750,1,Class 1E Nuclear,P62-5094,291
Generic (TP TP 750 3),3,GENERIC,GENERIC,2,2,72.644,13.02773169,3.556,750,3,,,
Generic (TS TS 750 3),3,GENERIC,GENERIC,1,1,68.58,13.58729613,2.794,750,3,,,
DrakaGeneral Purpose Control XLPE,3,Draka,General Purpose Control XLPE,1,1,72.644,12.99201481,3.556,750,3,Industrial Grade,219649,688
DrakaPower & Control Type TC XHHW-2,3,Draka,Power & Control Type TC XHHW-2,1,1,72.644,12.99201481,3.556,750,3,Industrial Grade,119630,692
General CableUltrol 325,3,General Cable,Ultrol 325,1,1,67.818,13.14232334,2.794,750,3,Class 1E Nuclear,379290,674
General CableCVTC ,3,General Cable,CVTC ,1,1,71.374,13.54413823,3.556,750,3,Industrial Grade,6790.077,686
Rockbestos-SurprenantFirewall III Power Cable,3,Rockbestos-Surprenant,Firewall III Power Cable,1,1,68.58,13.58729613,2.794,750,3,Class 1E Nuclear,P62-3423,592
Generic (TS TP 750 4),3,GENERIC,GENERIC,1,1,79.121,17.48043596,3.556,750,4,Industrial Grade,6790.047,687
Generic (TS TS 750 4),3,GENERIC,GENERIC,1,1,76.835,17.05927443,3.556,750,4,Class 1E Nuclear,379300,694
Generic (TP TP 750 3+G),3,GENERIC,GENERIC,2,2,72.644,13.32686055,3.556,750,3+G,Industrial Grade,19649,691
Generic (TS TS 750 3+G),3,GENERIC,GENERIC,1,1,73.66,13.527768,1.905,750,3+G,,,
DrakaType MC Power Cable 3 XHHW-2 (1 bare or 3 bare),3,Draka,Type MC Power Cable 3 XHHW-2 (1 bare or 3 bare),1,1,73.66,14.48021811,1.905,750,3+G,Industrial Grade,295112,306
DrakaType MC Power Cable 3 XHHW-2 (1 bare or 3 bare),3,Draka,Type MC Power Cable 3 XHHW-2 (1 bare or 3 bare),1,1,73.66,13.527768,1.905,750,3+G,Industrial Grade,295112,307
DrakaGeneral Purpose Control XLPE,3,Draka,General Purpose Control XLPE,1,1,72.644,13.35811282,3.556,750,3+G,Industrial Grade,219630,689
DrakaPower & Control Type TC XHHW-3,3,Draka,Power & Control Type TC XHHW-3,1,1,72.644,13.35811282,3.556,750,3+G,Industrial Grade,119649,693
Generic (TS TS 1000 1),3,GENERIC,GENERIC,1,1,36.322,5.171506468,1.651,1000,1,,,
Rockbestos-SurprenantFirewall III - Unipass Power Cable,3,Rockbestos-Surprenant,Firewall III - Unipass Power Cable,1,1,34.29,5.022686138,0,1000,1,Class 1E Nuclear,P51-3703,14
Rockbestos-SurprenantFirewall SR Power Cable,3,Rockbestos-Surprenant,Firewall SR Power Cable,3,3,36.576,5.067332237,1.016,1000,1,Class 1E Nuclear,P40-3026,91
Rockbestos-SurprenantFirewall EP Power Cable,3,Rockbestos-Surprenant,Firewall EP Power Cable,1,1,36.322,5.171506468,1.651,1000,1,Class 1E Nuclear,P68-1000,287
Rockbestos-SurprenantFirewall III - J Power Cable,3,Rockbestos-Surprenant,Firewall III - J Power Cable,1,1,36.322,5.193829517,1.651,1000,1,Class 1E Nuclear,P62-5580,292
Generic (TS TS 1/0 1),3,GENERIC,GENERIC,1,1,14.478,0.632486403,1.143,1/0,1,,,
Rockbestos-SurprenantFirewall III - Unipass Power Cable,3,Rockbestos-Surprenant,Firewall III - Unipass Power Cable,1,1,13.462,0.59528132,0,1/0,1,Class 1E Nuclear,P51-3561,15
Rockbestos-SurprenantFirewall III-XHHW Power Cable,3,Rockbestos-Surprenant,Firewall III-XHHW Power Cable,1,1,12.192,0.558076238,0,1/0,1,Class 1E Nuclear,P51-3517,31
Rockbestos-SurprenantFirewall SR Power Cable,3,Rockbestos-Surprenant,Firewall SR Power Cable,3,3,15.494,6.116515563,1.016,1/0,1,Class 1E Nuclear,P40-3018,92
Rockbestos-SurprenantFirewall EP Power Cable,3,Rockbestos-Surprenant,Firewall EP Power Cable,1,1,14.478,0.632486403,1.143,1/0,1,Class 1E Nuclear,P68-0100,112
Rockbestos-SurprenantFirewall III - J Power Cable,3,Rockbestos-Surprenant,Firewall III - J Power Cable,1,1,14.478,0.632486403,1.143,1/0,1,Class 1E Nuclear,P62-3902,117
Generic (TS TP 1/0 2),3,GENERIC,GENERIC,1,1,29.083,1.428675168,2.032,1/0,2,Industrial Grade,ES08231,496
Generic (TP TP 1/0 3),3,GENERIC,GENERIC,2,2,31.115,1.607259564,2.032,1/0,3,,,
Generic (TS TS 1/0 3),3,GENERIC,GENERIC,1,1,30.988,2.053720554,2.032,1/0,3,,,
American Insulated WireType TC-ER - Power Cable w/Ground,3,American Insulated Wire,Type TC-ER - Power Cable w/Ground,2,2,30.353,2.257604406,2.032,1/0,3,Industrial Grade,68166,516
American Insulated WireTYPE TC-ER Power,3,American Insulated Wire,TYPE TC-ER Power,2,2,30.353,2.137059939,2.032,1/0,3,Industrial Grade,17736,528
DrakaPower & Control Type TC THHN or THWN,3,Draka,Power & Control Type TC THHN or THWN,2,2,32.258,2.163847598,2.032,1/0,3,Industrial Grade,18231,443
General CableVNTC ,3,General Cable,VNTC ,2,2,31.115,1.607259564,2.032,1/0,3,Industrial Grade,236440,551
American Insulated WireTYPE TC Power,3,American Insulated Wire,TYPE TC Power,1,1,30.988,2.053720554,2.032,1/0,3,Industrial Grade,ES08231,497
American Insulated WireTYPE TC Power w/Ground,3,American Insulated Wire,TYPE TC Power w/Ground,1,1,30.988,2.410889346,2.032,1/0,3,Industrial Grade,31466,507
American Insulated WireXLPE-CPE TYPE TC Power/Control w/Ground,3,American Insulated Wire,XLPE-CPE TYPE TC Power/Control w/Ground,1,1,30.607,2.23676956,2.032,1/0,3,Industrial Grade,40971,556
DrakaGeneral Purpose Control XLPE,3,Draka,General Purpose Control XLPE,1,1,31.496,2.081996417,2.032,1/0,3,Industrial Grade,218230,402
DrakaPower & Control Type TC XHHW-2,3,Draka,Power & Control Type TC XHHW-2,1,1,31.496,2.081996417,2.032,1/0,3,Industrial Grade,118230,476
General CableCHTC Type TC-ER,3,General Cable,CHTC Type TC-ER,1,1,31.496,1.608747767,2.032,1/0,3,Industrial Grade,282660,329
General CableCVTC ,3,General Cable,CVTC ,1,1,30.861,2.104319466,2.032,1/0,3,Industrial Grade,339530,342
General CableEHTC ,3,General Cable,EHTC ,1,1,31.115,2.141524549,2.032,1/0,3,Industrial Grade,283220,361
General CableEHTC ,3,General Cable,EHTC ,1,1,31.496,1.608747767,2.032,1/0,3,Industrial Grade,338720,362
General CableUltrol 325,3,General Cable,Ultrol 325,1,1,30.1244,2.151941972,2.032,1/0,3,Class 1E Nuclear,379150,540
Rockbestos-SurprenantFirewall SR Power Cable,3,Rockbestos-Surprenant,Firewall SR Power Cable,3,3,33.782,2.239745967,1.016,1/0,3,Class 1E Nuclear,P40-3032,93
Rockbestos-SurprenantX-Link TC Power Cable,3,Rockbestos-Surprenant,X-Link TC Power Cable,1,1,28.448,2.016515472,1.651,1/0,3,Class 1E Nuclear,P92-0103,298
Rockbestos-SurprenantFirewall III Power Cable,3,Rockbestos-Surprenant,Firewall III Power Cable,1,1,30.48,2.299274099,2.032,1/0,3,Class 1E Nuclear,P62-0104,382
Generic (TP TP 1/0 4),3,GENERIC,GENERIC,2,2,34.544,2.102831263,2.032,1/0,4,,,
Generic (TS TS 1/0 4),3,GENERIC,GENERIC,1,1,34.163,2.628167028,2.032,1/0,4,,,
American Insulated WireType TC-ER - Power Cable w/Ground,3,American Insulated Wire,Type TC-ER - Power Cable w/Ground,2,2,33.528,2.873720572,2.032,1/0,4,Industrial Grade,68167,517
American Insulated WireTYPE TC-ER Power,3,American Insulated Wire,TYPE TC-ER Power,2,2,33.528,2.753176105,2.032,1/0,4,Industrial Grade,17738,529
DrakaPower & Control Type TC THHN or THWN,3,Draka,Power & Control Type TC THHN or THWN,2,2,35.814,2.735317665,2.032,1/0,4,Industrial Grade,18241,444
General CableVNTC ,3,General Cable,VNTC ,2,2,34.544,2.102831263,2.032,1/0,4,Industrial Grade,219580,552
American Insulated WireTYPE TC Power,3,American Insulated Wire,TYPE TC Power,1,1,34.163,2.628167028,2.032,1/0,4,Industrial Grade,ES08231,498
DrakaGeneral Purpose Control XLPE,3,Draka,General Purpose Control XLPE,1,1,34.798,2.66983672,2.032,1/0,4,Industrial Grade,218249,404
DrakaPower & Control Type TC XHHW-2,3,Draka,Power & Control Type TC XHHW-2,1,1,34.798,2.66983672,2.032,1/0,4,Industrial Grade,118240,478
General CableCHTC Type TC-ER,3,General Cable,CHTC Type TC-ER,1,1,33.782,2.102831263,2.032,1/0,4,Industrial Grade,338860,330
General CableCVTC ,3,General Cable,CVTC ,1,1,34.036,2.715971023,2.032,1/0,4,Industrial Grade,339540,343
General CableEHTC ,3,General Cable,EHTC ,1,1,33.782,2.102831263,2.032,1/0,4,Industrial Grade,338730,363
General CableEHTC ,3,General Cable,EHTC ,1,1,33.782,2.708530006,2.032,1/0,4,Industrial Grade,294530,364
General CableUltrol 325,3,General Cable,Ultrol 325,1,1,33.2486,2.748711495,2.032,1/0,4,Class 1E Nuclear,379160,541
Rockbestos-SurprenantFirewall SR Power Cable,3,Rockbestos-Surprenant,Firewall SR Power Cable,3,3,37.592,2.924319485,1.016,1/0,4,Class 1E Nuclear,P40-3044,94
Rockbestos-SurprenantX-Link TC Power Cable,3,Rockbestos-Surprenant,X-Link TC Power Cable,1,1,31.496,2.596914759,1.651,1/0,4,Class 1E Nuclear,P92-0104,299
Rockbestos-SurprenantFirewall III Power Cable,3,Rockbestos-Surprenant,Firewall III Power Cable,1,1,33.528,2.857350336,2.032,1/0,4,Class 1E Nuclear,P62-5040,383
Generic (TP TP 1/0 3+G),3,GENERIC,GENERIC,2,2,32.258,2.275462846,2.032,1/0,3+G,Industrial Grade,18249,442
Generic (TS TS 1/0 3+G),3,GENERIC,GENERIC,1,1,34.29,2.336479181,1.27,1/0,3+G,,,
DrakaType MC Power Cable 3 XHHW-2 (1 bare or 3 bare),3,Draka,Type MC Power Cable 3 XHHW-2 (1 bare or 3 bare),1,1,34.29,2.782940171,1.27,1/0,3+G,Industrial Grade,295074,145
DrakaType MC Power Cable 3 XHHW-2 (1 bare or 3 bare),3,Draka,Type MC Power Cable 3 XHHW-2 (1 bare or 3 bare),1,1,34.29,2.336479181,1.27,1/0,3+G,Industrial Grade,295074,146
DrakaGeneral Purpose Control XLPE,3,Draka,General Purpose Control XLPE,1,1,31.496,2.189147054,2.032,1/0,3+G,Industrial Grade,218240,403
DrakaPower & Control Type TC XHHW-2,3,Draka,Power & Control Type TC XHHW-2,1,1,31.496,2.189147054,2.032,1/0,3+G,Industrial Grade,118249,477
Generic (TS TS 2/0 1),3,GENERIC,GENERIC,1,1,15.748,0.773865716,1.143,2/0,1,,,
Rockbestos-SurprenantFirewall III - Unipass Power Cable,3,Rockbestos-Surprenant,Firewall III - Unipass Power Cable,1,1,14.478,0.729219617,0,2/0,1,Class 1E Nuclear,P51-3562,16
Rockbestos-SurprenantFirewall III-XHHW Power Cable,3,Rockbestos-Surprenant,Firewall III-XHHW Power Cable,1,1,13.208,0.699455551,0,2/0,1,Class 1E Nuclear,P51-3518,32
Rockbestos-SurprenantFirewall SR Power Cable,3,Rockbestos-Surprenant,Firewall SR Power Cable,3,3,16.764,0.751542667,1.016,2/0,1,Class 1E Nuclear,P40-3019,95
Rockbestos-SurprenantFirewall EP Power Cable,3,Rockbestos-Surprenant,Firewall EP Power Cable,1,1,15.748,0.773865716,1.143,2/0,1,Class 1E Nuclear,P68-0200,113
Rockbestos-SurprenantFirewall III - J Power Cable,3,Rockbestos-Surprenant,Firewall III - J Power Cable,1,1,15.748,0.773865716,1.143,2/0,1,Class 1E Nuclear,P62-3901,118
Generic (TS TP 2/0 2),3,GENERIC,GENERIC,1,1,31.369,1.696551762,2.032,2/0,2,Industrial Grade,ES08231,499
Generic (TP TP 2/0 3),3,GENERIC,GENERIC,2,2,32.766,2.604355775,2.032,2/0,3,,,
Generic (TS TS 2/0 3),3,GENERIC,GENERIC,1,1,33.401,2.500181544,2.032,2/0,3,,,
American Insulated WireType TC-ER - Power Cable w/Ground,3,American Insulated Wire,Type TC-ER - Power Cable w/Ground,2,2,32.766,2.724900242,2.032,2/0,3,Industrial Grade,68168,518
American Insulated WireTYPE TC-ER Power,3,American Insulated Wire,TYPE TC-ER Power,2,2,32.766,2.604355775,2.032,2/0,3,Industrial Grade,17740,530
DrakaPower & Control Type TC THHN or THWN,3,Draka,Power & Control Type TC THHN or THWN,2,2,35.052,2.628167028,2.032,2/0,3,Industrial Grade,18331,445
General CableVNTC ,3,General Cable,VNTC ,2,2,33.528,1.994192422,2.032,2/0,3,Industrial Grade,243760,553
American Insulated WireTYPE TC Power,3,American Insulated Wire,TYPE TC Power,1,1,33.401,2.500181544,2.032,2/0,3,Industrial Grade,ES08231,500
American Insulated WireTYPE TC Power w/Ground,3,American Insulated Wire,TYPE TC Power w/Ground,1,1,33.782,3.013611683,2.032,2/0,3,Industrial Grade,31746,508
American Insulated WireXLPE-CPE TYPE TC Power/Control w/Ground,3,American Insulated Wire,XLPE-CPE TYPE TC Power/Control w/Ground,1,1,32.893,2.695136176,2.032,2/0,3,Industrial Grade,40972,557
DrakaGeneral Purpose Control XLPE,3,Draka,General Purpose Control XLPE,1,1,34.036,2.540363033,2.032,2/0,3,Industrial Grade,218330,405
DrakaPower & Control Type TC XHHW-2,3,Draka,Power & Control Type TC XHHW-2,1,1,34.036,2.540363033,2.032,2/0,3,Industrial Grade,118330,479
General CableCHTC Type TC-ER,3,General Cable,CHTC Type TC-ER,1,1,34.036,1.995680625,2.032,2/0,3,Industrial Grade,282670,331
General CableCVTC ,3,General Cable,CVTC ,1,1,33.274,2.53887483,2.032,2/0,3,Industrial Grade,339550,344
General CableEHTC ,3,General Cable,EHTC ,1,1,33.02,2.559709676,2.032,2/0,3,Industrial Grade,284560,365
General CableEHTC ,3,General Cable,EHTC ,1,1,34.036,1.995680625,2.032,2/0,3,Industrial Grade,338740,366
General CableUltrol 325,3,General Cable,Ultrol 325,1,1,32.5882,2.602867572,2.032,2/0,3,Class 1E Nuclear,379170,542
Rockbestos-SurprenantFirewall SR Power Cable,3,Rockbestos-Surprenant,Firewall SR Power Cable,3,3,36.068,2.693647973,1.016,2/0,3,Class 1E Nuclear,P40-3033,96
Rockbestos-SurprenantX-Link TC Power Cable,3,Rockbestos-Surprenant,X-Link TC Power Cable,1,1,30.988,2.425771379,1.651,2/0,3,Class 1E Nuclear,P92-0203,300
Rockbestos-SurprenantFirewall III Power Cable,3,Rockbestos-Surprenant,Firewall III Power Cable,1,1,32.766,2.753176105,2.032,2/0,3,Class 1E Nuclear,P62-0204,384
Generic (TP TP 2/0 4),3,GENERIC,GENERIC,2,2,36.068,3.489836739,2.032,2/0,4,,,
Generic (TS TS 2/0 4),3,GENERIC,GENERIC,1,1,37.592,3.27851187,2.032,2/0,4,,,
American Insulated WireType TC-ER - Power Cable w/Ground,3,American Insulated Wire,Type TC-ER - Power Cable w/Ground,2,2,36.068,3.610381206,2.032,2/0,4,Industrial Grade,68169,519
